id,username,created_at,lng,lat,text
1516902598158299137,CommunityTexas,Wed Apr 20 22:12:16 +0000 2022,-97.79577473,27.5774133,#STCN #SouthTexasCommunityNews AG Paxton Defends Construction of Southern Border Wall  https://t.co/4I0A6blXJ9
1516902598053437440,NicketaNicola,Wed Apr 20 22:12:16 +0000 2022,-92.4367735,38.3045585,"Part 4📍CURRENTLYNow I’m this weight after a few years of chronic illnesses, hospitalizations &amp; health struggles.… https://t.co/v5DzBR1Wqu"
1516902597067739137,SCState_Fb,Wed Apr 20 22:12:16 +0000 2022,-80.844955,33.498507,From FedEx Worker to NFL DRAFT PROSPECT‼️ What a story by SC States own DeCobie Durant!@One4_era The Shark Himsel… https://t.co/izxQ4Nn8FG
1516902598594469888,Truhbleman15,Wed Apr 20 22:12:16 +0000 2022,-100.0768885,31.1688935,what typa skittles y’all eatin https://t.co/sdektLBPiP
1516902599550816258,windows95golfer,Wed Apr 20 22:12:17 +0000 2022,-88.19328999999999,41.43497,"an article for students, and #hustlers @TeslaModelDoge@realDogePrez@Tesla @elonmusk @SpaceXget student loansge… https://t.co/gBIe2JpZbZ"
1516902599965949953,dave_newby,Wed Apr 20 22:12:17 +0000 2022,-93.389864,41.938228499999994,"@ISUAgStud Great for boosting moisture reserves, may be a little slow to dry out the with cool temps next week."
1516902600385482752,fleisherfalisha,Wed Apr 20 22:12:17 +0000 2022,-78.1936695,43.248266,Hey world it was just Sinus/Allergies hopefully I’m only dying of old age and not on impact to Mars. 2da🌚
1516902600926498816,4Mujju,Wed Apr 20 22:12:17 +0000 2022,-84.043205,41.885742,"I'm at Heads. Cannabis Co. in Adrian, MI https://t.co/HzOGTqd6sD"
1516902601517936640,SantinaLula,Wed Apr 20 22:12:17 +0000 2022,-72.4841065,42.061507,@wheresmycastle Very sweet face
1516902601903808513,tone_blaster,Wed Apr 20 22:12:17 +0000 2022,-84.266174,30.476215500000002,@chchchadTM You’ve got this 🖤
1516902602365091840,dragonspine123,Wed Apr 20 22:12:17 +0000 2022,-77.2369685,38.8051145,@FlashOxMTG @justkevswill Not all of it some is Jared with water like Walmarts store brand
1516902605217280000,RichardAlanPal2,Wed Apr 20 22:12:18 +0000 2022,-87.74796549999999,43.7485585,@FinleyHound Darling Dog!!! The sigh at the end is PRICELESS!!!
1516902605636739073,soupdogg9,Wed Apr 20 22:12:18 +0000 2022,-80.98434449999999,43.368880000000004,"@AgeOfEmpires please give access for new Indian DLC to @MikeEmpiresAoE, he makes great videos!"
1516902606169251840,tmj_usa_skltrd,Wed Apr 20 22:12:18 +0000 2022,-98.4488846,33.9007533,"UPS is hiring in #WichitaFalls, TX! Read about our latest #SkilledTrade job opening via the link in our bio: Automotive Mechanic TXWIC"
1516902607603781643,Jason_Torreano,Wed Apr 20 22:12:18 +0000 2022,-74.16265849999999,40.792103499999996,"@NoraMcCook Can’t wait to attend this #StoriesOfNewark event on the @bloomfieldedu campus. Well done to you and your colleagues, Nora!"
1516902606475563012,840Atl,Wed Apr 20 22:12:18 +0000 2022,-84.3889,33.7566,"Just posted a photo @ Atlanta, Georgia https://t.co/yiq8bWTtuJ"
1516902606618394625,GuilleZinke,Wed Apr 20 22:12:18 +0000 2022,-80.36856499999999,25.746940000000002,"Kool aid day. #ilovemyhat, #havingfunatwork, #takingcareofmyassociates@G_Rivas22 @GIORIVERA27 @wcork19… https://t.co/XTHcnZxzoh"
1516902609612951552,TenglerKlarissa,Wed Apr 20 22:12:19 +0000 2022,-85.924871,42.9687165,Me and my girl vylette 💜 https://t.co/JJmcMTWu32
1516902610002857985,tmj_lan_sales,Wed Apr 20 22:12:19 +0000 2022,-90.5392524,29.6460467,"We're hiring! Read about our latest job opening here: Bilingual Store Counter Sales - https://t.co/IczEj4iH2d #Lockport, LA"
1516902610137088001,SladynN,Wed Apr 20 22:12:19 +0000 2022,-118.4119065,34.0207895,Arsenal went to the bridge and owned it https://t.co/tZj5Fwe1TH
1516902610657157120,john4ukraine,Wed Apr 20 22:12:19 +0000 2022,-122.64138750000001,45.3693065,Wow my goodness guys ?
1516902610879537153,thedopebohemian,Wed Apr 20 22:12:19 +0000 2022,-80.8467855,35.209058999999996,@thechub_b_w Lol tell me more
1516902612850954242,moonlitefire,Wed Apr 20 22:12:20 +0000 2022,-97.28591349999999,32.7799665,@jdflippin Hilarious
1516902612989358081,dylan_edwards02,Wed Apr 20 22:12:20 +0000 2022,-97.256632,37.5505705,TCU This Friday🐸 @AnthonyJonesFB
1516902612829941761,ThatsMyQuue,Wed Apr 20 22:12:20 +0000 2022,-80.8467855,35.209058999999996,Daily mood at the gym:How much is liposuction anyway? 🤭 https://t.co/G1yfeekpOK
1516902613387603968,LovingKeyasha,Wed Apr 20 22:12:20 +0000 2022,-115.223125,36.232915,Whew 😥 I’ve sat here at this bar and ran up a tan by myself. Oh! And I feel good!
1516902612871917570,Princeboy103,Wed Apr 20 22:12:20 +0000 2022,-95.44648649999999,29.838495,@PornDad3 Here https://t.co/ZyNn1o8vIz
1516902614385893377,JennyMHatch,Wed Apr 20 22:12:20 +0000 2022,-105.11221649999999,40.1659305,@StephLeachHC I just heard the wind is north west and it was reported that it is being contained...
1516902614809649159,royalrealtor,Wed Apr 20 22:12:20 +0000 2022,-80.55,43.6,"Beautiful Elmira Two Storey Home🏡 $899,900.   Book your private viewing today.   Shannarozema@royallepage.ca… https://t.co/SOmdgwY4xr"
1516902614696448000,BBWriterCRD,Wed Apr 20 22:12:20 +0000 2022,-75.9939225,40.3209845,"I would hope that after reading this,anyone with a conscious, Using Products from a Green Dragon,Boycotts the… https://t.co/03y7IHlAGM"
1516902615770034176,ThePrinceJoshua,Wed Apr 20 22:12:20 +0000 2022,-118.4119065,34.0207895,"New day, same jock. Getting it nice and musky before I vacuum seal it and mail it off 🩲💦"
1516902617284177920,jtolkamp,Wed Apr 20 22:12:21 +0000 2022,-122.8130155,49.016724999999994,@DBouchardHall Much appreciated Derrik. 🙏
1516902617254969346,CynthiaSneed7,Wed Apr 20 22:12:21 +0000 2022,-86.00682950000001,34.003125,@GandalfGreyCat Beautiful Alice beautiful whiskers!
1516902617343041537,DianaCialino,Wed Apr 20 22:12:21 +0000 2022,-74.308985,40.1604875,You just committed political suicide.
1516902617711927296,KayeVanessa,Wed Apr 20 22:12:21 +0000 2022,-116.9523525,32.7992535,The view was nice but not for me! https://t.co/xf4TmcTW39
1516902619071066112,bonitamarette,Wed Apr 20 22:12:21 +0000 2022,-93.6393635,42.0325065,A valuable tool for any organization with an #internship program
1516902620060823552,CVSHealthJobs,Wed Apr 20 22:12:21 +0000 2022,-81.5157535,27.6648274,"At CVS Health, we strive to provide learning and growth opportunities to all employees. Apply today!… https://t.co/B7UBje1lqM"
1516902621063397376,edmarti29929777,Wed Apr 20 22:12:22 +0000 2022,-94.182162,42.5070585,@Jamiee_jj8 I would love to see them.
1516902621260353536,bigskybabs,Wed Apr 20 22:12:22 +0000 2022,-122.2956495,37.83855,@Divine_Redhead @PetalLu @JustinTrudeau @mclaudebibeau @FilomenaTassi It is true!
1516902621134606337,MarcABerron,Wed Apr 20 22:12:22 +0000 2022,-97.754724,30.323345500000002,"Bad sportsmanship, but that form tho."
1516902621465960451,dabougieratchet,Wed Apr 20 22:12:22 +0000 2022,-89.92202900000001,35.1335205,@ia8177 @grandwizardcn @Akademiks I was sitting here counting on my fingers
1516902627006631939,jcversace,Wed Apr 20 22:12:23 +0000 2022,-86.24172150000001,43.2744135,Is it just me or did Taylor Allderdice age exceptionally well
1516902627979800578,retone_ryan,Wed Apr 20 22:12:23 +0000 2022,-92.4367735,38.3045585,The fact @keith_piepmeier is uncommitted still blows my mind!
1516902631595257858,ope_thatsadam,Wed Apr 20 22:12:24 +0000 2022,-88.05526850000001,45.835172,Can we have @MDoggMattCross vs @JoshProhibition again? My 18 year old self needs sublimation.
1516902632006332421,MsOwwwww,Wed Apr 20 22:12:24 +0000 2022,-84.595932,39.249689,"I hate having to stop somewhere after work, I look like a whole bum!! 😒"
1516902634162167810,bosoxbrant,Wed Apr 20 22:12:25 +0000 2022,-100.0768885,31.1688935,@SammiStitches @laurenboebert I’m more impressed that she knows the meaning of it.
1516902634740797440,ddfdba,Wed Apr 20 22:12:25 +0000 2022,-105.5508905,38.997935999999996,@lindyli Rotten yams look better.
1516902634942353410,angelaj602,Wed Apr 20 22:12:25 +0000 2022,-83.1738665,32.6782075,@pulte Most certainly can $angelsbest
1516902634724241414,Edwardnstuff,Wed Apr 20 22:12:25 +0000 2022,-74.066663,40.7180015,Boyfriend big time rush a bop
1516902635634409472,jimmygt06,Wed Apr 20 22:12:25 +0000 2022,-84.6085485,39.1033895,@HTDKtweets GP confirmed! Good enough for me! https://t.co/hwqLw8gxZm
1516902636628361217,DJUptownStL,Wed Apr 20 22:12:25 +0000 2022,-90.26174605,38.62644512,Friday night will feature the triumphant return of @djuptownstl to the inner sanctum of @drinkplatypus Selections… https://t.co/Bb1Os4Sf7H
1516902637916065792,Tigersfanjr,Wed Apr 20 22:12:26 +0000 2022,-85.5656885,42.290524000000005,@torturedlilith Yo what's the lore?
